sentence,emotion
"The overwhelming despair lingered like a shadow, suffocating any glimmer of hope.",aweful
I cannot believe such flagrant disregard for decency and justice!,outraged
Some people truly have no regard for proper etiquette in social settings.,judgemental
The sight and smell of the decaying leftovers in the refrigerator turned my stomach.,disgust
I find myself steering clear of situations that may cause discomfort.,avoiding
The sinking feeling in the pit of my stomach told me everything was going wrong.,aweful
I can't believe such flagrant disrespect was allowed to happen!,outraged
I can't believe they would make such a careless decision without considering all the consequences.,judgemental
The revolting stench made my stomach churn as I hurriedly closed the garbage bin.,disgust
I tend to steer clear of that particular situation whenever possible.,avoiding
"The feeling was like a heavy weight pressing down on my chest, suffocating and unrelenting.",aweful
I cannot believe the audacity and injustice of such blatant disregard for decency and fairness!,outraged
I can't believe they would make such a thoughtless decision without considering the consequences.,judgemental
"The sight and smell of the rancid, decaying food made me involuntarily retch.",disgust
I tend to veer away from that topic whenever it comes up in conversation.,avoiding
"Her heart felt heavy, like a storm had settled in it, leaving a trail of destruction in its wake.",aweful
I can't believe such a flagrant violation of trust and decency could occur!,outraged
Some people have such questionable taste in fashion choices.,judgemental
The putrid smell made my stomach churn in revulsion.,disgust
I tend to steer clear of conversations that may lead to conflict.,avoiding
"The feeling of a heavy weight pressing down on my chest, making it hard to breathe and filling me with a sense of dread and despair.",aweful
I cannot believe such flagrant disregard for basic decency and respect!,outraged
I can't believe someone would make such careless choices without considering the consequences.,judgemental
The foul aroma wafting from the garbage bin made me recoil in revulsion.,disgust
I found myself steering clear of that particular situation whenever possible.,avoiding
"The cacophony of shrieking sirens and crashing waves filled the air, creating a sense of overwhelming unease and dread. ",aweful
I cannot believe the blatant disregard for basic decency shown in that decision.,outraged
"She raised an eyebrow and surveyed the scene with a silent, critical eye.",judgemental
The foul stench wafted from the decaying pile of garbage in the summer heat.,disgust
She skillfully navigated conversations to sidestep any mention of the upcoming event.,avoiding
"The feeling lingered like a dark cloud, casting a shadow over every thought and moment.",aweful
The blatant disregard for basic human rights in that decision is utterly unacceptable.,outraged
Her raised eyebrow and slight smirk conveyed her clear disapproval of the situation.,judgemental
The putrid smell made my stomach turn and my skin crawl.,disgust
"She skillfully navigated around the topic, deflecting any direct questions aimed at her.",avoiding
The feeling sank in like a heavy weight dragging down every thought and hope.,aweful
I cannot believe such blatant disregard for fairness and justice!,outraged
The way they flaunt their wealth is truly distasteful.,judgemental
"The pungent stench wafted from the overflowing garbage can, turning my stomach.",disgust
I tend to steer clear of that situation whenever possible.,avoiding
"The feeling leaves a heavy weight in the pit of my stomach, like a shadow that refuses to fade.",aweful
"""How could they blatantly disregard our trust and betray us like this?""",outraged
I can't believe they thought that was a good idea.,judgemental
The sight and stench of the decaying garbage made my stomach turn.,disgust
"Her eyes darted away whenever his gaze lingered too long, a subtle dance of evasion.",avoiding
The feeling lingers like a heavy shadow that darkens everything in its path.,aweful
Such flagrant disregard for basic decency is utterly unacceptable!,outraged
Some people's choices never fail to raise an eyebrow or two.,judgemental
The sight and smell of the overflowing trash can made me wrinkle my nose in revulsion.,disgust
She always found ways to sidestep conversations about her past.,avoiding
"The feeling crept through her veins like a shadow, casting a heavy weight upon her heart.",aweful
The blatant disregard for fairness and justice in this situation is completely unacceptable.,outraged
I can't believe they would make such a careless decision without considering the consequences.,judgemental
