sentence,emotion
I can't believe they thought that outfit was appropriate for this event.,judgemental
The mere thought of it makes my skin crawl with revulsion.,loathing
I found myself taking detours and changing plans to steer clear of the situation.,avoiding
"His words were like knives slashing through the air, leaving a trail of broken hopes and shattered dreams in their wake.",crossed out
The unsettling feeling lingered like a dark cloud overshadowing everything.,awful
The blatant disregard for justice in that situation is absolutely unacceptable.,outraged
The sight and smell of the decaying food in the kitchen turned my stomach.,disgust
"The sight of the decaying fish made her instinctively step back, wrinkling her nose in disgust.",repelled
I'm not entirely sure if I'm ready to commit to this decision just yet.,hesitant
"The pungent odor enveloped me, causing my stomach to churn uneasily.",nauseated
The sight before me left me shaken and utterly dismayed.,appalled
The mere thought of it sends a shiver down my spine.,detest
"The tense silence lingered between them, thick with unspoken words.",uncomfortable
I find it quite astonishing how some people can be so oblivious to common sense.,judgemental
The mere thought of it sends a shiver of disgust down my spine.,loathing
She veered away from conversations that delved too deeply into personal matters.,avoiding
His carefully prepared plans were now nothing more than a jumbled mess of ~~crossed out~~ scribbles and eraser marks.,crossed out
"The sight before me was like a dark cloud, casting a shadow over everything.",awful
I cannot believe such blatant disregard for fairness and justice has been allowed to persist unchecked for so long.,outraged
The overpowering stench emanating from the garbage bin made my stomach turn.,disgust
The sight of the decaying leftovers in the fridge made her quickly turn away in distaste.,repelled
"She lingered near the edge of the decision, her thoughts wavering back and forth.",hesitant
The putrid smell and slimy texture of the food turned my stomach sour.,nauseated
"The sight before me sent a shiver down my spine, leaving me questioning humanity.",appalled
The mere thought of it fills me with an overwhelming urge to distance myself.,detest
The awkward silence that lingered between them made the atmosphere feel tense and uneasy.,uncomfortable
It's quite curious how some individuals always manage to find themselves in the center of drama.,judgemental
The mere thought of that unpleasant situation makes my skin crawl.,loathing
"Despite the opportunity, they chose to steer clear of the situation.",avoiding
The plan we were so excited about ended up getting replaced with a completely different one.,crossed out
"The feeling of dread and unease weighed heavily on my heart, engulfing me in a cloud of darkness.",awful
I cannot believe such blatant disregard for common decency and justice!,outraged
The putrid smell made my stomach churn in revulsion.,disgust
The sight of the garbage dump inundated my senses with an overwhelming urge to retreat quickly.,repelled
I'm not entirely sure if I'm ready to commit to this just yet.,hesitant
"The putrid smell filled the room, causing my stomach to churn uncomfortably.",nauseated
The sight before me left my stomach churning in disbelief.,appalled
The mere thought of it fills me with a vehement sense of revulsion.,detest
"The awkward tension in the room was palpable, leaving everyone shifting in their seats uneasily.",uncomfortable
"Some people have such unconventional taste in fashion, it's truly baffling.",judgemental
The mere thought of having to endure another moment in their presence fills me with a profound sense of revulsion.,loathing
I tend to steer clear and create distance when that topic arises.,avoiding
"The plan he meticulously crafted was suddenly and ruthlessly erased, leaving nothing but chaotic scribbles in its wake.",crossed out
The feeling enveloping me is akin to being trapped in a never-ending storm of despair and dread.,awful
I am absolutely appalled by the blatant disregard for common decency displayed in this situation.,outraged
The putrid smell made her stomach churn in revulsion.,disgust
The noxious smell made her recoil in disgust.,repelled
My feet shifted uneasily as I debated whether to take the next step forward.,hesitant
"The pungent smell of rotting garbage filled the air, making my stomach churn uneasily.",nauseated
The sight before me made my stomach churn and my heart ache.,appalled
"Every time I think about it, my whole being cringes in protest.",detest
"The air in the room felt heavy and suffocating, making everyone shift nervously in their seats.",uncomfortable
I can't believe they would make such a careless decision without considering the consequences. ,judgemental
"Every time I see that person, my skin crawls and my stomach turns in revulsion.",loathing
I always find excuses to change the subject when that topic comes up in conversation.,avoiding
"His words were painted in bold strokes, yet the meaning behind them seemed to be constantly erased.",crossed out
"The situation left a heavy, sinking feeling in the pit of my stomach.",awful
