,Text,emotion
7585,That's so crazy.,surprise
7586,Are you kidding me?,Anger
7587,"Not only do I not have an idol,",neutral
7588,but I can't vote atany Tribal Council,disgust
7589,until other people find theiridol and say the secret phrase.,Surprise
7590,"Yo, I got bait-and-switched.",Anger
7591,Wait.You have no vote?,anger
7592,I don't have a vote.,sadness
7593,"Wow, what a spin.",surprise
7594,"Hey, have you seen my swimming shoes?",Neutral
7595,"Goodness, where are they?",surprise
7596,They were right here.,surprise
7597,Where did they go?,surprise
7598,Uh...,Surprise
7599,Maybe I brought themto the watering hole.,Surprise
7600,He loses his stuff all the time.,Sadness
7601,"Water bottles, shoes.",Neutral
7602,Shoulder.,Neutral.
7603,Poor guy.,Sadness
7604,He's going through it out here.,Sadness
7605,Good grief.,Sadness
7606,"Shoulder aside,right now I feel good.",Happiness
7607,The group dynamicsof the tribe are basically,neutral
7608,"two pairs of two, whereyou've got Jenny and Mike,",neutral
7609,"and on the other sideHai and Lydia, and then",neutral
7610,in between is Chanelle and I.,neutral
7611,"And I know thatMike has the idol,",neutral
7612,but this one is a bit of a trick.,surprise
7613,"And so, like anygood lawyer would,",neutral
7614,I need to look atthe fine print here.,Neutral
7615,"Dude, I need to read it.",Neutral
7616,"- Bro, I'll try.- Okay.",Neutral
7617,"All right, I'm not... I'm not...",Sadness
7618,"After the last endeavor,I'm not rushing to give it",neutral
7619,"take it out of mypocket again, okay?",Neutral
7620,"I told Jenny and Danielabout my idol,",neutral
7621,but Daniel is a little neurotic.,anger
7622,"So first he said to me:""I need to read the note.""",neutral
7623,I'm not in a rush to haveanybody notice it...,neutral
7624,or anything like that.,Neutral
7625,All right.,Neutral
7626,"The thing is, I didn't wantto get Daniel pissed,",anger
7627,and I wanted tomake him feel safe.,happy
7628,"So against my better judgment,",fear
7629,I decided to let him read it.,Neutral
7630,"- Here, just...- Read it, come back. Come back.",Sadness
7631,"- Go read it.- Okay, all right.",Surprise
7632,"All right, thank you.All right.",Neutral
7633,"""If all three shared idols arenot found by the merge...""",fear
7634,"""the vote penalty ends andyour idol has full power.""",surprise
7635,There's always something.,sadness
7636,I missed that.,sadness
7637,Chanelle and I had beenplanning to backstab Mike.,Anger
7638,"But embarrassingly, as a lawyer,I missed the fine print.",Embarrassment
7639,The idols will not dieif we vote Mike out.,Anger
7640,'Cause we would havejust voted out,anger
7641,the only idol that our tribe has.,neutral
7642,"This changes everything, andit saved Mike's life, frankly.",surprise
7643,"No, put it in my pocket.",Neutral
7644,All right. Done.,neutral
7645,Good job.,happiness
7646,Daniel hands methe whole package.,Neutral
7647,"I open it up, and to my chagrin,",Sadness
7648,the idol and thecongratulation note is missing.,sadness
7649,"- You never gave me the idol.- Yes, I did.",anger
7650,"- You only gave me the paper.- No, I didn't.",Anger
7651,I gave you everything.,sadness
7652,I seriously almoststroked out right there.,Fear
7653,"""Get medical in here.""That's what I was thinking about.",Fear
7654,"""Get medical in here.I'm stroking out.""",fear
7655,I gave you the whole thing.,Neutral
7656,I don't have it.,Neutral
7657,Let me look for...,neutral
7658,"So, Mike's like:""Dude, dude, you lost the idol.""",surprise
7659,"And I'm like:""Oh, my God, why?""",surprise
7660,Why is this happening?,anger
7661,This is exactly whyI didn't want to do it.,Anger
7662,"I'm thinking: ""No way, youonly gave me the piece of paper.""",Anger
7663,So I take him down to theexact place where I read it.,neutral
7664,"Uh, water bottle.",Neutral
7665,- Okay.- Yeah.,Neutral
7666,It's a good sign.Here.,happiness
7667,Problem solved.,Happiness
7668,"- Problem...- Where's the rest of it, though?",Surprise
7669,Where's the rest of it?,Anger
7670,"- That's all you need.- No, I need the ""congratulations.""",Neutral
7671,I need the otherperson that finds it.,neutral
7672,"This is what I'm talkingabout, dude. This is why...",anger
7673,"Yeah, this is whatI'm talking about.",Happiness
7674,- This is why I didn't want to do it.- Fine.,Anger
7675,You're totally fine.,happiness
7676,"To Mike's credit, he was totally right.",Surprise
7677,But I did drop the idol.,surprise
7678,That's on me.,Sadness
7679,"Again, another example of DanielStrunk having an epic fail.",anger
7680,"I almost lost the idol, andit's my fault, and I'm sorry.",sadness
7681,Come on in.,happiness
7682,"Oh, my God.",surprise
7683,"Ika, Vati, getting your firstlook at the new Taku tribe.",surprise
7684,Marya voted outat the last Tribal Council.,Sadness
7685,"Wow, Taku, you looklike you mean business.",surprise
7686,"Maryanne, you justcame in there with a scowl.",Anger
7687,"Yeah, like, you know,going to Tribal sucks, and",sadness
7688,it kind of reminds me of theclassic tale of the bunny rabbit,happiness
7689,"eating its dinner in themailbox, you know that one?",surprise
7690,"- I don't, tell me.- Okay, so, like, you see,",Neutral
7691,"like, your mailbox, and you open,",surprise
7692,"and there's, like, a bunnyrabbit and you're like:",surprise
7693,"""What's this bunny rabbitdoing here?"", you know?",Surprise
7694,"It's, like, you don'tknow the whole story",Neutral
7695,unless you're the bunny.,neutral
7696,"All right, shall we getto today's immunity challenge?",surprise
7697,- Yeah.- Yeah.,Neutral
7698,"First things first, got totake back the idols.",Anger
7699,I hear Maryanne recite her phrase.,neutral
7700,Thank you.,Happiness
7701,I was waiting for theother tribe to say something.,surprise
7702,I heard nothing.,neutral
7703,So I didn't say anything.,neutral
7704,Thank you.,happiness
7705,Because if I can go into themerge with this secret of mine,fear
7706,"and never have to say the line,",neutral
7707,I have the idol andnobody knows I have it.,surprise
7708,"Once again, immunityis back up for grabs.",surprise
7709,"For today's challenge,",Neutral
7710,you're going to race outand retrieve a ladder,neutral
7711,off the bottom of the ocean floor.,fear
7712,You're going to use itto reach a key.,surprise
7713,You'll use the key tounlock a set of sandbags,surprise
7714,and attempt to land those sandbags,anger
7715,on a series of five targets.,neutral
7716,"First two tribes to finish winimmunity, safe from the vote.",surprise
7717,"In addition,you're playing for reward.",Surprise
7718,Want to knowwhat you're playing for?,surprise
7719,"Let's see it, Jeff.",Surprise
7720,First tribe to finish...,surprise
7721,"Oh, baby.",Happiness
7722,"- Survivor tool kit.- Oh, my God, oh, my God.",Surprise
7723,"- And fruit.- Oh, my gosh.",Surprise
7724,Pineapple!,Surprise
7725,Second tribe to finish...,Surprise
7726,"smaller tool kit, smaller fruit.",neutral
7727,"- All right, guys.- Oh, my gosh.",Surprise
7728,"Last tribe to finish,otherwise known as the losers:",Sadness
7729,"Tribal Council, wheresomebody will be voted out",Fear
7730,"of this game, and as apenalty for losing,",anger
7731,I will take your flint.,anger
7732,"Ika, you have one extra person.",surprise
7733,Got to sit somebody out.Who's it going to be?,anger
7734,All right.,Neutral
7735,"Romeo, gonna sit this one out?",surprise
7736,"Vati, you have two extra people.",surprise
7737,Gonna sit two players out.Who's it gonna be?,anger
7738,Lydia and I.,Neutral
7739,"Sit-outs, take a spoton the benches.",Neutral
7740,"Everybody else, give youa minute to strategize.",surprise
7741,Get it on.,Neutral
7742,Here we go.,Surprise
7743,For immunity.Survivors ready?,surprise
7744,Go!,surprise
7745,Big swells out of the gate.,Surprise
7746,You are already fightingwater that wants,surprise
7747,to move you in a directionyou may not want to go.,fear
7748,"Tori, over here.",Surprise
7749,You've got to geteverybody to your ring.,anger
7750,"- Come on... come on, Jenny.- One person dives down.",Surprise
7751,Taku still waiting on Omar.,Neutral
7752,Jonathan out helping now.,happiness
7753,Jonathan heading down.,Neutral
7754,Try and get to me!,anger
7755,"Try and get to me, Jenn!",Anger
7756,Vati still trying to geteverybody to their ring.,neutral
7757,You got to dive downand you've got to swim,neutral
7758,against the current.,anger
7759,Jonathan has poppedthe buoy for Taku.,Surprise
7760,They can now start workingon moving that ladder.,Surprise
7761,This challenge is muchmore difficult today,surprise
7762,simply due to the amountof turbulence in the water.,fear
7763,Are you okay?,fear
7764,The water is movingeverybody off the course.,Fear
7765,I'm not mad about sitting out this one.,neutral
7766,"Come here, Omar!",Neutral
7767,Omar! Come here!,anger
7768,Jonathan is carryingthe ladder on his shoulder.,Neutral
7769,The ladder is no joke.,surprise
7770,"That ladder is heavy,but you would not know it",Neutral
7771,watching Jonathan.,neutral
7772,I'm getting it. Dont' worry.,Neutral
7773,"- You got this, baby.- You got it.",happiness
7774,"I'm really sorry, guys.",sadness
7775,Don't be sorry.You did fine.,anger
7776,Vati still struggling.,sadness
7777,You got it! You got it!You got it! You got it!,Happiness
7778,Jonathan now is going togo retrieve tribe members.,Neutral
7779,"First, he gets the ladder.",Neutral
7780,- Come with me.- Now he's grabbing Omar...,Fear
7781,"- Come here, Maryanne.- ...and reaching for Maryanne.",Surprise
7782,"I got you, girl.",happiness
7783,Jonathan is single-handedly,neutral
7784,determined to winthis challenge for Taku.,anger
7785,Thank you.,happiness
7786,As the two other tribesare still working,neutral
7787,"- to get their ladder.- One last one, you got it.",Surprise
7788,Ika has freed their ladder.,neutral
7789,It is one of the most turbulentdays ever seen on Survivor.,surprise
7790,Vati still working on their ladder.,Neutral
7791,In dead last.,Sadness
7792,Now you're going tohave to lift that ladder...,Fear
7793,- ...and retrieve the key.- Go up.,Neutral
7794,Go up.Go ahead.,Neutral
7795,Jonathan is holding theladder and Lindsay by himself.,Surprise
7796,"All right.Keep it, keep it.",Neutral
7797,It is an amazingperformance to watch.,happiness
7798,One more!Got it! Got it!,Happiness
7799,"Yeah, she's got it.Lindsay back in the water.",Happiness
7800,Taku extending their lead.,Happiness
7801,Here comes Ika.,surprise
7802,The ocean is dragging them away,fear
7803,"from where they want to be,",neutral
7804,and they've got to fightagainst the water to get back.,fear
7805,"Taku exhausted,but they are in the lead.",Neutral
7806,Now you're goingto use that ladder...,fear
7807,- ...to get the set of sandbags.- Good enough.,neutral
7808,Vati has popped their buoy.,Surprise
7809,"Go, go, go, go, go, go!",Happiness
7810,The ocean is continuingto pull players away.,fear
7811,We rarely see anything like this.,Surprise
7812,Taku now working on therest of their sandbags.,Neutral
7813,And they've got 'em.,surprise
7814,"- Ika, keep fighting!- The key, I got it.",Neutral
7815,"Here comes Vati,continuing to fight the ocean,",anger
7816,trying to get back.,neutral
7817,"My god, you're so close!",Surprise
7818,Jonathan lands the first sandbag.,surprise
7819,Yes.,Neutral
7820,Jonathan lands the second sandbag.,neutral
7821,"- Guys, you gotta pick the ladder up.- Vati now very close to their key.",Neutral
7822,They're gonna have tocoordinate getting that ladder up.,Surprise
7823,This has been Jonathanchallenge's from the go.,Surprise
7824,"The question is, will either of theother two tribes even finish?",Surprise
7825,I got it.,Neutral
7826,Jonathan does it!Taku wins immunity and reward!,happiness
7827,No Tribal Council tonight.,neutral
7828,Now the focus comes downto the two remaining tribes:,neutral
7829,Vati and Ika.,Neutral
7830,- Go where it's shallow!- I'm trying to!,anger
7831,"Mike and Hai holding theladder, trying to get it stable,",Neutral
7832,but that ocean is goingto have something to say.,fear
7833,"And another wave comes,pushing Vati away again.",fear
7834,"Oh, my God.",surprise
7835,I don't know if either of the teamsare gonna be able to do it.,fear
7836,Another big wave.,surprise
7837,And there are more coming.These swells continue.,Surprise
7838,On day seven of Survivor 42.,surprise
7839,"- Here comes another one.- Big wave, big wave.",Fear
7840,And another.,Neutral
7841,- I need help!- There is no relief.,sadness
7842,I got it!,Surprise
7843,It's getting more difficultwith every minute that passes.,Fear
7844,All I care about arethe sandbags.,Neutral
7845,Guys?,Surprise
7846,"Hey, both tribes!",Surprise
7847,Drag your ladders in.,surprise
7848,Come in.,Neutral
7849,- Let's go.- Get back in.,Neutral
7850,- Drag it right up here...- What?,Surprise
7851,and place it here and wait.,Neutral
7852,Perfect.Right there is good.,Happiness
7853,Drop it.,Neutral
7854,"- Oh, my gosh.- They must be so beat.",surprise
7855,Yeah.,Neutral
7856,Yeah.,Neutral
7857,"All right, here's whatwe're gonna do.",Surprise
7858,"Due to no lackof effort on your part,",sadness
7859,this is not getting any easier.,sadness
7860,"We're going to retrieveyour keys and give them to you,",Surprise
7861,and we'll continuethe challenge from here.,neutral
7862,- Sound fair?- Yeah.,Neutral
7863,Never done this inthe history of Survivor.,surprise
7864,Let's get the keys.,neutral
7865,You're almost there!,Happiness
7866,Catch your breathand get a strategy.,Neutral
7867,- You guys are killing it!- This challenge is still alive.,happiness
7868,Get ready!Get ready!,Surprise
7869,"Gas ourselves right here.We can do this, Ika.",Anger
7870,Who wants it?,Neutral
7871,"- Wait for me, wait for me.- All right, guys, come on.",Neutral
